Review_Text,Detected_Language,Translation_Applied,Translated_Text,Cleaned_Text,BERT_Text,Sentiment,Label_ID,Word_Count,no,source,location,Confidence,Positive Score,Negative Score,Reason / Notes,Aspect(s),Risk Type(s),Traveller Suitability,Hotel Improvement Insight
"We had a great time in this apartment. The building is conveniently located close to the TRX mall and MRT. The building itself is clean and modern, with laundry facilities, lots of common areas, and a pool. The wait times for the elevator were not bad either. The NaiBnB staff were very kind and attentive, always available to answer questions and address concerns. Would definitely stay here again.",translation_package_not_installed,False,"We had a great time in this apartment. The building is conveniently located close to the TRX mall and MRT. The building itself is clean and modern, with laundry facilities, lots of common areas, and a pool. The wait times for the elevator were not bad either. The NaiBnB staff were very kind and attentive, always available to answer questions and address concerns. Would definitely stay here again.",we had a great time in this apartment the building is conveniently located close to the trx mall and mrt the building itself is clean and modern with laundry facilities lots of common areas and a pool the wait times for the elevator were not bad either the naibnb staff were very kind and attentive always available to answer questions and address concerns would definitely stay here again,"We had a great time in this apartment. The building is conveniently located close to the TRX mall and MRT. The building itself is clean and modern, with laundry facilities, lots of common areas, and a pool. The wait times for the elevator were not bad either. The NaiBnB staff were very kind and attentive, always available to answer questions and address concerns. Would definitely stay here again.",positive,2,68,178,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,12.0,2.5,"Positive indicators: would definitely stay, close to, not bad; minor issue(s): bad",Location; Cleanliness; Service; Facilities; Accessibility,Facility/Maintenance Risk,Suitable for convenience-focused travellers,Improve room facilities and maintenance
"We had a lovely stay here, the location is fantastic and just down the road from the local train and a great shopping centre! The pool area and gardens are lovely! The only thing that needs bit of attention is the smell in the drains although when communicated they resolved the issue as much as they could right away! Nice and quiet stay",translation_package_not_installed,False,"We had a lovely stay here, the location is fantastic and just down the road from the local train and a great shopping centre! The pool area and gardens are lovely! The only thing that needs bit of attention is the smell in the drains although when communicated they resolved the issue as much as they could right away! Nice and quiet stay",we had a lovely stay here the location is fantastic and just down the road from the local train and a great shopping centre the pool area and gardens are lovely the only thing that needs bit of attention is the smell in the drains although when communicated they resolved the issue as much as they could right away nice and quiet stay,"We had a lovely stay here, the location is fantastic and just down the road from the local train and a great shopping centre! The pool area and gardens are lovely! The only thing that needs bit of attention is the smell in the drains although when communicated they resolved the issue as much as they could right away! Nice and quiet stay",positive,2,63,172,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,7.7,0.0,"Positive indicators: fantastic, nice",Location; Cleanliness; Facilities,Cleanliness Risk; Noise Risk,Not suitable for light sleepers; Not ideal for cleanliness-sensitive guests,"Improve soundproofing / noise control; Improve room, linen and towel cleanliness"
"We had a pleasant stay overall. It would be wonderful if a washing machine could be provided in the room for added convenience. Some of the decorative items are fixed to the tables and side tables, which limits their functionality. In addition, a comfortable sofa or dedicated seating area would greatly enhance the guest experience and provide a perfect place to sit back and enjoy the beautiful surroundings.",translation_package_not_installed,False,"We had a pleasant stay overall. It would be wonderful if a washing machine could be provided in the room for added convenience. Some of the decorative items are fixed to the tables and side tables, which limits their functionality. In addition, a comfortable sofa or dedicated seating area would greatly enhance the guest experience and provide a perfect place to sit back and enjoy the beautiful surroundings.",we had a pleasant stay overall it would be wonderful if a washing machine could be provided in the room for added convenience some of the decorative items are fixed to the tables and side tables which limits their functionality in addition a comfortable sofa or dedicated seating area would greatly enhance the guest experience and provide a perfect place to sit back and enjoy the beautiful surroundings,"We had a pleasant stay overall. It would be wonderful if a washing machine could be provided in the room for added convenience. Some of the decorative items are fixed to the tables and side tables, which limits their functionality. In addition, a comfortable sofa or dedicated seating area would greatly enhance the guest experience and provide a perfect place to sit back and enjoy the beautiful surroundings.",positive,2,68,150,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,23.0,0.0,"Positive indicators: pleasant stay, comfortable, wonderful",Comfort/Noise,No major risk detected,General traveller suitability,No major improvement issue detected
"We really didn’t expect much on the accommodation but we were surprised when we arrived to the unit. It was very spacious, clean. No hassle to check-in since it is a self checked-in and no need to go to a reception. The unit is also within the heart of the city, easily to go to places by just walking.",translation_package_not_installed,False,"We really didn’t expect much on the accommodation but we were surprised when we arrived to the unit. It was very spacious, clean. No hassle to check-in since it is a self checked-in and no need to go to a reception. The unit is also within the heart of the city, easily to go to places by just walking.",we really didn t expect much on the accommodation but we were surprised when we arrived to the unit it was very spacious clean no hassle to check in since it is a self checked in and no need to go to a reception the unit is also within the heart of the city easily to go to places by just walking,"We really didn’t expect much on the accommodation but we were surprised when we arrived to the unit. It was very spacious, clean. No hassle to check-in since it is a self checked-in and no need to go to a reception. The unit is also within the heart of the city, easily to go to places by just walking.",positive,2,62,149,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,8.1,0.0,"Positive indicators: spacious, clean",Cleanliness; Service,Service Risk,General traveller suitability,Improve front desk/staff service training
We stayed here for 5 days and the stay was very pleasant. Best part of the room was the view. In one window i could see the petronas tower and the menara tower. Amazing.,translation_package_not_installed,False,We stayed here for 5 days and the stay was very pleasant. Best part of the room was the view. In one window i could see the petronas tower and the menara tower. Amazing.,we stayed here for days and the stay was very pleasant best part of the room was the view in one window i could see the petronas tower and the menara tower amazing,We stayed here for 5 days and the stay was very pleasant. Best part of the room was the view. In one window i could see the petronas tower and the menara tower. Amazing.,positive,2,33,168,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,9.0,0.0,"Positive indicators: amazing, best",Location,No major risk detected,General traveller suitability,No major improvement issue detected
best duduk sini dekat dengan bandar 😁 view lawa gile tempat paling best kalau kat tengah bandar 👍🏻 cuma view klcc dengan menara petronas je tak nampak,translation_package_not_installed,False,best duduk sini dekat dengan bandar 😁 view lawa gile tempat paling best kalau kat tengah bandar 👍🏻 cuma view klcc dengan menara petronas je tak nampak,best duduk sini dekat dengan bandar positive emoji view lawa gile tempat paling best kalau kat tengah bandar positive emoji cuma view klcc dengan menara petronas je tak nampak,best duduk sini dekat dengan bandar positive emoji view lawa gile tempat paling best kalau kat tengah bandar positive emoji 🏻 cuma view klcc dengan menara petronas je tak nampak,positive,2,29,182,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,8.0,0.0,Positive indicators: best,Location,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
Basic room and clean. Very central location is excellent Plenty of choices for food,translation_package_not_installed,False,Basic room and clean. Very central location is excellent Plenty of choices for food,basic room and clean very central location is excellent plenty of choices for food,Basic room and clean. Very central location is excellent Plenty of choices for food,positive,2,14,216,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,8.0,0.0,"Positive indicators: excellent, clean",Location; Cleanliness; Breakfast/Food,No major risk detected,General traveller suitability,No major improvement issue detected
"Cheap, affordable and very strategic place..",translation_package_not_installed,False,"Cheap, affordable and very strategic place..",cheap affordable and very strategic place,"Cheap, affordable and very strategic place..",positive,2,6,213,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.0,0.0,"Positive indicators: affordable, cheap",General,No major risk detected,General traveller suitability,No major improvement issue detected
Clean and spacious. Good value for money,translation_package_not_installed,False,Clean and spacious. Good value for money,clean and spacious good value for money,Clean and spacious. Good value for money,positive,2,7,208,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,12.0,0.0,"Positive indicators: value for money, spacious, clean",Cleanliness,No major risk detected,General traveller suitability,No major improvement issue detected
Clean n cheap near all facilities . Good central location with many choices of good food nearby,translation_package_not_installed,False,Clean n cheap near all facilities . Good central location with many choices of good food nearby,clean n cheap near all facilities good central location with many choices of good food nearby,Clean n cheap near all facilities . Good central location with many choices of good food nearby,positive,2,16,221,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,9.0,0.0,"Positive indicators: clean, cheap, good",Location; Cleanliness; Breakfast/Food,No major risk detected,General traveller suitability,No major improvement issue detected
Good and convenient to move around,translation_package_not_installed,False,Good and convenient to move around,good and convenient to move around,Good and convenient to move around,positive,2,6,224,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.0,0.0,"Positive indicators: convenient, good",General,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
Good stay condition,translation_package_not_installed,False,Good stay condition,good stay condition,Good stay condition,positive,2,3,220,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.0,0.0,"Positive indicators: good stay, good",General,No major risk detected,General traveller suitability,No major improvement issue detected
"Highly Recommended! This is my 4th time staying here for a holiday. The location is incredibly strategic—close to restaurants, laundromats, and major public transport hubs including the KTM, monorail, buses, taxis, and Grab. It’s also perfect for shopping as Nu Sentral is just nearby.",translation_package_not_installed,False,"Highly Recommended! This is my 4th time staying here for a holiday. The location is incredibly strategic—close to restaurants, laundromats, and major public transport hubs including the KTM, monorail, buses, taxis, and Grab. It’s also perfect for shopping as Nu Sentral is just nearby.",highly recommended this is my th time staying here for a holiday the location is incredibly strategic close to restaurants laundromats and major public transport hubs including the ktm monorail buses taxis and grab it s also perfect for shopping as nu sentral is just nearby,"Highly Recommended! This is my 4th time staying here for a holiday. The location is incredibly strategic—close to restaurants, laundromats, and major public transport hubs including the KTM, monorail, buses, taxis, and Grab. It’s also perfect for shopping as Nu Sentral is just nearby.",positive,2,46,232,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,11.0,0.0,"Positive indicators: recommended, close to, perfect",Location,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
"If you need wifi, do not stay here, it is pretty much non-existent. Apart from that, good location but there are other options.",translation_package_not_installed,False,"If you need wifi, do not stay here, it is pretty much non-existent. Apart from that, good location but there are other options.",if you need wi fi do not stay here it is pretty much non existent apart from that good location but there are other options,"If you need wi fi, do not stay here, it is pretty much non-existent. Apart from that, good location but there are other options.",positive,2,25,236,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.0,0.0,"Positive indicators: good location, good",Location; Facilities,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
"In a convenient location, you can go anywhere in the city easily, and it's also direct access from the airport. There are many local eateries nearby where you can eat at reasonable prices. The rooms are simple yet clean, and the facilities are fully functional. The view from the higher floors is very nice. They also respond quickly to requests.",translation_package_not_installed,False,"In a convenient location, you can go anywhere in the city easily, and it's also direct access from the airport. There are many local eateries nearby where you can eat at reasonable prices. The rooms are simple yet clean, and the facilities are fully functional. The view from the higher floors is very nice. They also respond quickly to requests.",in a convenient location you can go anywhere in the city easily and it is also direct access from the airport there are many local eateries nearby where you can eat at reasonable prices the rooms are simple yet clean and the facilities are fully functional the view from the higher floors is very nice they also respond quickly to requests,"In a convenient location, you can go anywhere in the city easily, and it's also direct access from the airport. There are many local eateries nearby where you can eat at reasonable prices. The rooms are simple yet clean, and the facilities are fully functional. The view from the higher floors is very nice. They also respond quickly to requests.",positive,2,61,214,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,8.0,0.0,"Positive indicators: convenient, clean, nice",Location; Cleanliness,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
"KL Sentral just walking distance, but nearby Hotel not easy to get chinese food mostly Mama Resturance around",translation_package_not_installed,False,"KL Sentral just walking distance, but nearby Hotel not easy to get chinese food mostly Mama Resturance around",kl sentral just walking distance but nearby hotel not easy to get chinese food mostly mama resturance around,"KL Sentral just walking distance, but nearby Hotel not easy to get chinese food mostly Mama Resturance around",positive,2,18,222,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,7.05,0.0,"Positive indicators: walking distance, easy to get",Location; Breakfast/Food,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
"Located at Center of city, easy to get all facilities.",translation_package_not_installed,False,"Located at Center of city, easy to get all facilities.",located at center of city easy to get all facilities,"Located at Center of city, easy to get all facilities.",positive,2,10,234,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,6.0,0.0,"Positive indicators: center of city, easy to get",Location,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
Location and value for money - excellent. Need to endure a bit of nosiness from hotel surroundings and from air-cond and air ventilator in toilet. Could be trouble for those who are sensitive to noise like me. Sound proofing is not satisfactory. Staff is in general kind. Change room for me due to some issue with room. Appreciate that.,translation_package_not_installed,False,Location and value for money - excellent. Need to endure a bit of nosiness from hotel surroundings and from air-cond and air ventilator in toilet. Could be trouble for those who are sensitive to noise like me. Sound proofing is not satisfactory. Staff is in general kind. Change room for me due to some issue with room. Appreciate that.,location and value for money excellent need to endure a bit of nosiness from hotel surroundings and from air cond and air ventilator in toilet could be trouble for those who are sensitive to noise like me sound proofing is not satisfactory staff is in general kind change room for me due to some issue with room appreciate that,Location and value for money - excellent. Need to endure a bit of nosiness from hotel surroundings and from air-cond and air ventilator in toilet. Could be trouble for those who are sensitive to noise like me. Sound proofing is not satisfactory. Staff is in general kind. Change room for me due to some issue with room. Appreciate that.,positive,2,59,225,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,9.0,2.0,"Positive indicators: value for money, excellent; minor issue(s): noise",Location; Service; Comfort/Noise,Noise Risk; Facility/Maintenance Risk,Not suitable for light sleepers,Improve soundproofing / noise control; Improve room facilities and maintenance
"My stay at this hotel was very pleasant. The room was clean and well-maintained. The bed was comfortable, and the calm atmosphere made it easy to relax and rest. Facilities such as the air conditioning, bathroom, and basic amenities were all in good condition. Highly suitable for both vacation and business trips.",translation_package_not_installed,False,"My stay at this hotel was very pleasant. The room was clean and well-maintained. The bed was comfortable, and the calm atmosphere made it easy to relax and rest. Facilities such as the air conditioning, bathroom, and basic amenities were all in good condition. Highly suitable for both vacation and business trips.",my stay at this hotel was very pleasant the room was clean and well maintained the bed was comfortable and the calm atmosphere made it easy to relax and rest facilities such as the air conditioning bathroom and basic amenities were all in good condition highly suitable for both vacation and business trips,"My stay at this hotel was very pleasant. The room was clean and well-maintained. The bed was comfortable, and the calm atmosphere made it easy to relax and rest. Facilities such as the air conditioning, bathroom, and basic amenities were all in good condition. Highly suitable for both vacation and business trips.",positive,2,53,215,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,8.0,0.0,"Positive indicators: comfortable, clean, good",Cleanliness; Facilities; Comfort/Noise,No major risk detected,General traveller suitability,No major improvement issue detected
Nice and comfortable,translation_package_not_installed,False,Nice and comfortable,nice and comfortable,Nice and comfortable,positive,2,3,233,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.0,0.0,"Positive indicators: comfortable, nice",Comfort/Noise,No major risk detected,General traveller suitability,No major improvement issue detected
Pleasent stay and friendly staff,translation_package_not_installed,False,Pleasent stay and friendly staff,pleasent stay and friendly staff,Pleasent stay and friendly staff,positive,2,5,227,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,6.0,0.0,"Positive indicators: friendly staff, friendly",Service,No major risk detected,General traveller suitability,No major improvement issue detected
"Prime location, value for money, best for solo travellers and who prefer KL metro trains for travel around city. Room cleanliness could have been better",translation_package_not_installed,False,"Prime location, value for money, best for solo travellers and who prefer KL metro trains for travel around city. Room cleanliness could have been better",prime location value for money best for solo travellers and who prefer kl metro trains for travel around city room cleanliness could have been better,"Prime location, value for money, best for solo travellers and who prefer KL metro trains for travel around city. Room cleanliness could have been better",positive,2,25,231,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,12.0,0.0,"Positive indicators: value for money, prime location, best",Location; Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
"The closest point is near KL Sentral Station. There are direct buses from KLIA1 and KLIA2 to KL Sentral Station. The city bus and GoKL bus stops are also nearby. There are many places to eat cheaply in the area. It is a hotel where women can travel safely alone. Recently, a water server has also been installed. The hot water supply, quantity, and temperature in the shower are perfect. And the rates are economical.",translation_package_not_installed,False,"The closest point is near KL Sentral Station. There are direct buses from KLIA1 and KLIA2 to KL Sentral Station. The city bus and GoKL bus stops are also nearby. There are many places to eat cheaply in the area. It is a hotel where women can travel safely alone. Recently, a water server has also been installed. The hot water supply, quantity, and temperature in the shower are perfect. And the rates are economical.",the closest point is near kl sentral station there are direct buses from klia and klia to kl sentral station the city bus and gokl bus stops are also nearby there are many places to eat cheaply in the area it is a hotel where women can travel safely alone recently a water server has also been installed the hot water supply quantity and temperature in the shower are perfect and the rates are economical,"The closest point is near KL Sentral Station. There are direct buses from KLIA1 and KLIA2 to KL Sentral Station. The city bus and GoKL bus stops are also nearby. There are many places to eat cheaply in the area. It is a hotel where women can travel safely alone. Recently, a water server has also been installed. The hot water supply, quantity, and temperature in the shower are perfect. And the rates are economical.",positive,2,75,235,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.0,0.0,Positive indicators: perfect,Location; Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
"The hotel isn't as good as I thought it was after seeing the pictures. The staff are very polite and helpful. However, the bed is short and unsuitable for people over 165 cm tall. Overall, it's good for those who want to stay for a day or two.",translation_package_not_installed,False,"The hotel isn't as good as I thought it was after seeing the pictures. The staff are very polite and helpful. However, the bed is short and unsuitable for people over 165 cm tall. Overall, it's good for those who want to stay for a day or two.",the hotel is not as good as i thought it was after seeing the pictures the staff are very polite and helpful however the bed is short and unsuitable for people over cm tall overall it is good for those who want to stay for a day or two,"The hotel isn't as good as I thought it was after seeing the pictures. The staff are very polite and helpful. However, the bed is short and unsuitable for people over 165 cm tall. Overall, it's good for those who want to stay for a day or two.",positive,2,49,218,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,9.7,0.0,"Positive indicators: helpful, polite, good",Service; Comfort/Noise,No major risk detected,General traveller suitability,No major improvement issue detected
"The location was unbeatable, offering excellent walkability to nearby areas.",translation_package_not_installed,False,"The location was unbeatable, offering excellent walkability to nearby areas.",the location was unbeatable offering excellent walkability to nearby areas,"The location was unbeatable, offering excellent walkability to nearby areas.",positive,2,10,230,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.0,0.0,Positive indicators: excellent,Location,No major risk detected,General traveller suitability,No major improvement issue detected
Value for money and near to malls and public transport.,translation_package_not_installed,False,Value for money and near to malls and public transport.,value for money and near to malls and public transport,Value for money and near to malls and public transport.,positive,2,10,217,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,6.0,0.0,"Positive indicators: value for money, near to",Location,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
"Value staying, strategy location.",translation_package_not_installed,False,"Value staying, strategy location.",value staying strategy location,"Value staying, strategy location.",positive,2,4,207,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,7.0,0.0,"Positive indicators: strategy location, value staying",Location,No major risk detected,General traveller suitability,No major improvement issue detected
Very convenient place to stay and move around,translation_package_not_installed,False,Very convenient place to stay and move around,very convenient place to stay and move around,Very convenient place to stay and move around,positive,2,8,212,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,7.0,0.0,"Positive indicators: very convenient, convenient",General,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
Very good and convenient place,translation_package_not_installed,False,Very good and convenient place,very good and convenient place,Very good and convenient place,positive,2,5,228,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.0,0.0,"Positive indicators: convenient, good",General,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
murah bersih berbaloi byk kedai mkn nearby central,translation_package_not_installed,False,murah bersih berbaloi byk kedai mkn nearby central,murah bersih berbaloi byk kedai mkn nearby central,murah bersih berbaloi byk kedai mkn nearby central,positive,2,8,210,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,9.0,0.0,"Positive indicators: berbaloi, bersih, murah",General,No major risk detected,General traveller suitability,No major improvement issue detected
"recommended to stay with good facility transportation, food and interactive location",translation_package_not_installed,False,"recommended to stay with good facility transportation, food and interactive location",recommended to stay with good facility transportation food and interactive location,"recommended to stay with good facility transportation, food and interactive location",positive,2,11,226,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,6.0,0.0,"Positive indicators: recommended, good",Location; Facilities; Breakfast/Food,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
"1. Bilik memang betul-betul hotel bajet. Tapi dengan harga yang dikenakan, jangkaan saya turun bila dapat bilik dengan saiz yg kecil beserta bilik air begitu. 2. Saiz katil untuk orang tinggi tidak sesuai. Tapi masih selesai untuk tidur. 3. Television tak boleh fungsi. 4. Wifi sangat lemah. Mobile data rendah dekat dalam bilik, hanya harapkan wifi tapi connection sangat lemah. 5. Parkir terbuka agak jauh. Visitor kena jalan sedikit. 6. Dekat dengan kawasan tarikan yang lain, boleh berjalan kaki. 7. Pintu bilik tak kedap bunyi. Rasa insecure dengan orang lalu lalang depan bilik.",translation_package_not_installed,False,"1. Bilik memang betul-betul hotel bajet. Tapi dengan harga yang dikenakan, jangkaan saya turun bila dapat bilik dengan saiz yg kecil beserta bilik air begitu. 2. Saiz katil untuk orang tinggi tidak sesuai. Tapi masih selesai untuk tidur. 3. Television tak boleh fungsi. 4. Wifi sangat lemah. Mobile data rendah dekat dalam bilik, hanya harapkan wifi tapi connection sangat lemah. 5. Parkir terbuka agak jauh. Visitor kena jalan sedikit. 6. Dekat dengan kawasan tarikan yang lain, boleh berjalan kaki. 7. Pintu bilik tak kedap bunyi. Rasa insecure dengan orang lalu lalang depan bilik.",bilik memang betul betul hotel bajet tapi dengan harga yang dikenakan jangkaan saya turun bila dapat bilik dengan saiz yg kecil beserta bilik air begitu saiz katil untuk orang tinggi tidak sesuai tapi masih selesai untuk tidur television tak boleh fungsi wi fi sangat lemah mobile data rendah dekat dalam bilik hanya harapkan wi fi tapi connection sangat lemah parkir terbuka agak jauh visitor kena jalan sedikit dekat dengan kawasan tarikan yang lain boleh berjalan kaki pintu bilik tak kedap bunyi rasa insecure dengan orang lalu lalang depan bilik,"1. Bilik memang betul-betul hotel bajet. Tapi dengan harga yang dikenakan, jangkaan saya turun bila dapat bilik dengan saiz yg kecil beserta bilik air begitu. 2. Saiz katil untuk orang tinggi tidak sesuai. Tapi masih selesai untuk tidur. 3. Television tak boleh fungsi. 4. wi fi sangat lemah. Mobile data rendah dekat dalam bilik, hanya harapkan wi fi tapi connection sangat lemah. 5. Parkir terbuka agak jauh. Visitor kena jalan sedikit. 6. Dekat dengan kawasan tarikan yang lain, boleh berjalan kaki. 7. Pintu bilik tak kedap bunyi. Rasa insecure dengan orang lalu lalang depan bilik.",positive,2,89,5,Agoda,Swing & Pillows - Sungei Wang Bukit Bintang,medium,0.72,0.08,"Positive wording is stronger than negative wording; main aspect(s): Facilities, Room Comfort.","Facilities, Room Comfort",Low Risk,Suitable for general short-stay travellers.,Maintain the strengths mentioned by guests.
A budget friendly hotel. Its right at the centre of Bukit Bintang. Friendly staff and receptionist for my checkin and checkout. Good job Sofia.,translation_package_not_installed,False,A budget friendly hotel. Its right at the centre of Bukit Bintang. Friendly staff and receptionist for my checkin and checkout. Good job Sofia.,a budget friendly hotel its right at the centre of bukit bintang friendly staff and receptionist for my check in and check out good job sofia,A budget friendly hotel. Its right at the centre of Bukit Bintang. Friendly staff and receptionist for my check in and check out. Good job Sofia.,positive,2,26,47,Agoda,Swing & Pillows - Sungei Wang Bukit Bintang,high,0.92,0.08,"Positive wording is stronger than negative wording; main aspect(s): Staff / Service, Location, Value / Price.","Staff / Service, Location, Value / Price",Low Risk,Suitable for tourists and shoppers who want a central Bukit Bintang location.,Maintain location-based selling points and highlight nearby attractions.
Allver good thanks Tanjina miss,translation_package_not_installed,False,Allver good thanks Tanjina miss,allver good thanks tanjina miss,Allver good thanks Tanjina miss,positive,2,5,59,Agoda,Swing & Pillows - Sungei Wang Bukit Bintang,medium,0.76,0.08,Positive wording is stronger than negative wording; main aspect(s): General Experience.,General Experience,Low Risk,Suitable for general short-stay travellers.,Maintain the strengths mentioned by guests.
Amazing stay and amazing service from Moinul trough out my stay here in swing & pillow👍🏻👍🏻👍🏻,translation_package_not_installed,False,Amazing stay and amazing service from Moinul trough out my stay here in swing & pillow👍🏻👍🏻👍🏻,amazing stay and amazing service from moinul trough out my stay here in swing pillow positive emoji positive emoji positive emoji,Amazing stay and amazing service from Moinul trough out my stay here in swing & pillow positive emoji 🏻 positive emoji 🏻 positive emoji 🏻,positive,2,21,57,Agoda,Swing & Pillows - Sungei Wang Bukit Bintang,high,0.8,0.08,Positive wording is stronger than negative wording; main aspect(s): Staff / Service.,Staff / Service,Low Risk,Suitable for guests who value helpful service.,Maintain responsive and friendly staff service.
"Bersih selamat, berbaloi dengan harga",translation_package_not_installed,False,"Bersih selamat, berbaloi dengan harga",bersih selamat berbaloi dengan harga,"Bersih selamat, berbaloi dengan harga",positive,2,5,11,Agoda,Swing & Pillows - Sungei Wang Bukit Bintang,medium,0.76,0.08,Positive wording is stronger than negative wording; main aspect(s): Cleanliness.,Cleanliness,Low Risk,Suitable for general short-stay travellers.,Maintain room cleanliness standards consistently.
"Checked in at 3am and staff really helpful, usually during check in and check out process. Looking forward to stay again here next time. - Sofia",translation_package_not_installed,False,"Checked in at 3am and staff really helpful, usually during check in and check out process. Looking forward to stay again here next time. - Sofia",checked in at am and staff really helpful usually during check in and check out process looking forward to stay again here next time sofia,"Checked in at 3am and staff really helpful, usually during check in and check out process. Looking forward to stay again here next time. - Sofia",positive,2,25,39,Agoda,Swing & Pillows - Sungei Wang Bukit Bintang,high,0.84,0.08,Positive wording is stronger than negative wording; main aspect(s): Staff / Service.,Staff / Service,Low Risk,Suitable for guests who value helpful service.,Maintain responsive and friendly staff service.
Emplacement bien. Équipements correct. C'est très petit mais si c'est que pour dormir ça va. Budget accessible qui correspond. Je valide.,translation_package_not_installed,False,Emplacement bien. Équipements correct. C'est très petit mais si c'est que pour dormir ça va. Budget accessible qui correspond. Je valide.,emplacement bien quipements correct c est tr s petit mais si c est que pour dormir a va budget accessible qui correspond je valide,Emplacement bien. Équipements correct. C'est très petit mais si c'est que pour dormir ça va. Budget accessible qui correspond. Je valide.,positive,2,24,24,Agoda,Swing & Pillows - Sungei Wang Bukit Bintang,medium,0.72,0.08,"Positive wording is stronger than negative wording; main aspect(s): Location, Value / Price.","Location, Value / Price",Low Risk,Suitable for tourists and shoppers who want a central Bukit Bintang location.,Maintain location-based selling points and highlight nearby attractions.
